7,14,2,8,16,4,12,6,18,9,3,15,5,10,20,1,11
7,14,2,8,16,4,12,6,18,9,3,15,5,10,20,1,13
7,14,2,8,16,4,12,6,18,9,3,15,5,10,20,1,17
7,14,2,8,16,4,12,6,18,9,3,15,5,10,20,1,19
7,14,2,8,16,4,12,6,18,9,3,15,5,20,10,1,11
7,14,2,8,16,4,12,6,18,9,3,15,5,20,10,1,13
7,14,2,8,16,4,12,6,18,9,3,15,5,20,10,1,17
7,14,2,8,16,4,12,6,18,9,3,15,5,20,10,1,19
7,14,2,8,16,4,20,10,5,15,3,9,18,6,12,1,11
7,14,2,8,16,4,20,10,5,15,3,9,18,6,12,1,13
7,14,2,8,16,4,20,10,5,15,3,9,18,6,12,1,17
7,14,2,8,16,4,20,10,5,15,3,9,18,6,12,1,19
7,14,2,8,16,4,20,10,5,15,3,12,6,18,9,1,11
7,14,2,8,16,4,20,10,5,15,3,12,6,18,9,1,13
7,14,2,8,16,4,20,10,5,15,3,12,6,18,9,1,17
7,14,2,8,16,4,20,10,5,15,3,12,6,18,9,1,19
7,14,2,10,20,5,15,3,9,18,6,12,4,8,16,1,11
7,14,2,10,20,5,15,3,9,18,6,12,4,8,16,1,13
7,14,2,10,20,5,15,3,9,18,6,12,4,8,16,1,17
7,14,2,10,20,5,15,3,9,18,6,12,4,8,16,1,19
7,14,2,10,20,5,15,3,9,18,6,12,4,16,8,1,11
7,14,2,10,20,5,15,3,9,18,6,12,4,16,8,1,13
7,14,2,10,20,5,15,3,9,18,6,12,4,16,8,1,17
7,14,2,10,20,5,15,3,9,18,6,12,4,16,8,1,19
7,14,2,12,6,18,9,3,15,5,10,20,4,8,16,1,11
7,14,2,12,6,18,9,3,15,5,10,20,4,8,16,1,13
7,14,2,12,6,18,9,3,15,5,10,20,4,8,16,1,17
7,14,2,12,6,18,9,3,15,5,10,20,4,8,16,1,19
7,14,2,12,6,18,9,3,15,5,10,20,4,16,8,1,11
7,14,2,12,6,18,9,3,15,5,10,20,4,16,8,1,13
7,14,2,12,6,18,9,3,15,5,10,20,4,16,8,1,17
7,14,2,12,6,18,9,3,15,5,10,20,4,16,8,1,19
7,14,2,16,8,4,12,6,18,9,3,15,5,10,20,1,11
7,14,2,16,8,4,12,6,18,9,3,15,5,10,20,1,13
7,14,2,16,8,4,12,6,18,9,3,15,5,10,20,1,17
7,14,2,16,8,4,12,6,18,9,3,15,5,10,20,1,19
7,14,2,16,8,4,12,6,18,9,3,15,5,20,10,1,11
7,14,2,16,8,4,12,6,18,9,3,15,5,20,10,1,13
7,14,2,16,8,4,12,6,18,9,3,15,5,20,10,1,17
7,14,2,16,8,4,12,6,18,9,3,15,5,20,10,1,19
7,14,2,16,8,4,20,10,5,15,3,9,18,6,12,1,11
7,14,2,16,8,4,20,10,5,15,3,9,18,6,12,1,13
7,14,2,16,8,4,20,10,5,15,3,9,18,6,12,1,17
7,14,2,16,8,4,20,10,5,15,3,9,18,6,12,1,19
7,14,2,16,8,4,20,10,5,15,3,12,6,18,9,1,11
7,14,2,16,8,4,20,10,5,15,3,12,6,18,9,1,13
7,14,2,16,8,4,20,10,5,15,3,12,6,18,9,1,17
7,14,2,16,8,4,20,10,5,15,3,12,6,18,9,1,19
7,14,2,20,10,5,15,3,9,18,6,12,4,8,16,1,11
7,14,2,20,10,5,15,3,9,18,6,12,4,8,16,1,13
7,14,2,20,10,5,15,3,9,18,6,12,4,8,16,1,17
7,14,2,20,10,5,15,3,9,18,6,12,4,8,16,1,19
7,14,2,20,10,5,15,3,9,18,6,12,4,16,8,1,11
7,14,2,20,10,5,15,3,9,18,6,12,4,16,8,1,13
7,14,2,20,10,5,15,3,9,18,6,12,4,16,8,1,17
7,14,2,20,10,5,15,3,9,18,6,12,4,16,8,1,19
8,16,4,12,6,18,9,3,15,5,10,20,2,14,7,1,11
8,16,4,12,6,18,9,3,15,5,10,20,2,14,7,1,13
8,16,4,12,6,18,9,3,15,5,10,20,2,14,7,1,17
8,16,4,12,6,18,9,3,15,5,10,20,2,14,7,1,19
8,16,4,12,6,18,9,3,15,5,20,10,2,14,7,1,11
8,16,4,12,6,18,9,3,15,5,20,10,2,14,7,1,13
8,16,4,12,6,18,9,3,15,5,20,10,2,14,7,1,17
8,16,4,12,6,18,9,3,15,5,20,10,2,14,7,1,19
8,16,4,20,10,5,15,3,9,18,6,12,2,14,7,1,11
8,16,4,20,10,5,15,3,9,18,6,12,2,14,7,1,13
8,16,4,20,10,5,15,3,9,18,6,12,2,14,7,1,17
8,16,4,20,10,5,15,3,9,18,6,12,2,14,7,1,19
9,18,6,12,3,15,5,10,20,4,8,16,2,14,7,1,11
9,18,6,12,3,15,5,10,20,4,8,16,2,14,7,1,13
9,18,6,12,3,15,5,10,20,4,8,16,2,14,7,1,17
9,18,6,12,3,15,5,10,20,4,8,16,2,14,7,1,19
9,18,6,12,3,15,5,10,20,4,16,8,2,14,7,1,11
9,18,6,12,3,15,5,10,20,4,16,8,2,14,7,1,13
9,18,6,12,3,15,5,10,20,4,16,8,2,14,7,1,17
9,18,6,12,3,15,5,10,20,4,16,8,2,14,7,1,19
10,20,5,15,3,9,18,6,12,4,8,16,2,14,7,1,11
10,20,5,15,3,9,18,6,12,4,8,16,2,14,7,1,13
10,20,5,15,3,9,18,6,12,4,8,16,2,14,7,1,17
10,20,5,15,3,9,18,6,12,4,8,16,2,14,7,1,19
10,20,5,15,3,9,18,6,12,4,16,8,2,14,7,1,11
10,20,5,15,3,9,18,6,12,4,16,8,2,14,7,1,13
10,20,5,15,3,9,18,6,12,4,16,8,2,14,7,1,17
10,20,5,15,3,9,18,6,12,4,16,8,2,14,7,1,19
11,1,7,14,2,8,16,4,12,6,18,9,3,15,5,10,20
11,1,7,14,2,8,16,4,12,6,18,9,3,15,5,20,10
11,1,7,14,2,8,16,4,20,10,5,15,3,9,18,6,12
11,1,7,14,2,8,16,4,20,10,5,15,3,12,6,18,9
11,1,7,14,2,10,20,5,15,3,9,18,6,12,4,8,16
11,1,7,14,2,10,20,5,15,3,9,18,6,12,4,16,8
11,1,7,14,2,12,6,18,9,3,15,5,10,20,4,8,16
11,1,7,14,2,12,6,18,9,3,15,5,10,20,4,16,8
11,1,7,14,2,16,8,4,12,6,18,9,3,15,5,10,20
11,1,7,14,2,16,8,4,12,6,18,9,3,15,5,20,10
11,1,7,14,2,16,8,4,20,10,5,15,3,9,18,6,12
11,1,7,14,2,16,8,4,20,10,5,15,3,12,6,18,9
11,1,7,14,2,20,10,5,15,3,9,18,6,12,4,8,16
11,1,7,14,2,20,10,5,15,3,9,18,6,12,4,16,8
11,1,8,16,4,12,6,18,9,3,15,5,10,20,2,14,7
11,1,8,16,4,12,6,18,9,3,15,5,20,10,2,14,7
11,1,8,16,4,20,10,5,15,3,9,18,6,12,2,14,7
11,1,9,18,6,12,3,15,5,10,20,4,8,16,2,14,7
11,1,9,18,6,12,3,15,5,10,20,4,16,8,2,14,7
11,1,10,20,5,15,3,9,18,6,12,4,8,16,2,14,7
11,1,10,20,5,15,3,9,18,6,12,4,16,8,2,14,7
11,1,12,6,18,9,3,15,5,10,20,4,8,16,2,14,7
11,1,12,6,18,9,3,15,5,10,20,4,16,8,2,14,7
11,1,16,8,4,12,6,18,9,3,15,5,10,20,2,14,7
11,1,16,8,4,12,6,18,9,3,15,5,20,10,2,14,7
11,1,16,8,4,20,10,5,15,3,9,18,6,12,2,14,7
11,1,20,10,5,15,3,9,18,6,12,4,8,16,2,14,7
11,1,20,10,5,15,3,9,18,6,12,4,16,8,2,14,7
12,6,18,9,3,15,5,10,20,4,8,16,2,14,7,1,11
12,6,18,9,3,15,5,10,20,4,8,16,2,14,7,1,13
12,6,18,9,3,15,5,10,20,4,8,16,2,14,7,1,17
12,6,18,9,3,15,5,10,20,4,8,16,2,14,7,1,19
12,6,18,9,3,15,5,10,20,4,16,8,2,14,7,1,11
12,6,18,9,3,15,5,10,20,4,16,8,2,14,7,1,13
12,6,18,9,3,15,5,10,20,4,16,8,2,14,7,1,17
12,6,18,9,3,15,5,10,20,4,16,8,2,14,7,1,19
13,1,7,14,2,8,16,4,12,6,18,9,3,15,5,10,20
13,1,7,14,2,8,16,4,12,6,18,9,3,15,5,20,10
13,1,7,14,2,8,16,4,20,10,5,15,3,9,18,6,12
13,1,7,14,2,8,16,4,20,10,5,15,3,12,6,18,9
13,1,7,14,2,10,20,5,15,3,9,18,6,12,4,8,16
13,1,7,14,2,10,20,5,15,3,9,18,6,12,4,16,8
13,1,7,14,2,12,6,18,9,3,15,5,10,20,4,8,16
13,1,7,14,2,12,6,18,9,3,15,5,10,20,4,16,8
13,1,7,14,2,16,8,4,12,6,18,9,3,15,5,10,20
13,1,7,14,2,16,8,4,12,6,18,9,3,15,5,20,10
13,1,7,14,2,16,8,4,20,10,5,15,3,9,18,6,12
13,1,7,14,2,16,8,4,20,10,5,15,3,12,6,18,9
13,1,7,14,2,20,10,5,15,3,9,18,6,12,4,8,16
13,1,7,14,2,20,10,5,15,3,9,18,6,12,4,16,8
13,1,8,16,4,12,6,18,9,3,15,5,10,20,2,14,7
13,1,8,16,4,12,6,18,9,3,15,5,20,10,2,14,7
13,1,8,16,4,20,10,5,15,3,9,18,6,12,2,14,7
13,1,9,18,6,12,3,15,5,10,20,4,8,16,2,14,7
13,1,9,18,6,12,3,15,5,10,20,4,16,8,2,14,7
13,1,10,20,5,15,3,9,18,6,12,4,8,16,2,14,7
13,1,10,20,5,15,3,9,18,6,12,4,16,8,2,14,7
13,1,12,6,18,9,3,15,5,10,20,4,8,16,2,14,7
13,1,12,6,18,9,3,15,5,10,20,4,16,8,2,14,7
13,1,16,8,4,12,6,18,9,3,15,5,10,20,2,14,7
13,1,16,8,4,12,6,18,9,3,15,5,20,10,2,14,7
13,1,16,8,4,20,10,5,15,3,9,18,6,12,2,14,7
13,1,20,10,5,15,3,9,18,6,12,4,8,16,2,14,7
13,1,20,10,5,15,3,9,18,6,12,4,16,8,2,14,7
16,8,4,12,6,18,9,3,15,5,10,20,2,14,7,1,11
16,8,4,12,6,18,9,3,15,5,10,20,2,14,7,1,13
16,8,4,12,6,18,9,3,15,5,10,20,2,14,7,1,17
16,8,4,12,6,18,9,3,15,5,10,20,2,14,7,1,19
16,8,4,12,6,18,9,3,15,5,20,10,2,14,7,1,11
16,8,4,12,6,18,9,3,15,5,20,10,2,14,7,1,13
16,8,4,12,6,18,9,3,15,5,20,10,2,14,7,1,17
16,8,4,12,6,18,9,3,15,5,20,10,2,14,7,1,19
16,8,4,20,10,5,15,3,9,18,6,12,2,14,7,1,11
16,8,4,20,10,5,15,3,9,18,6,12,2,14,7,1,13
16,8,4,20,10,5,15,3,9,18,6,12,2,14,7,1,17
16,8,4,20,10,5,15,3,9,18,6,12,2,14,7,1,19
17,1,7,14,2,8,16,4,12,6,18,9,3,15,5,10,20
17,1,7,14,2,8,16,4,12,6,18,9,3,15,5,20,10
17,1,7,14,2,8,16,4,20,10,5,15,3,9,18,6,12
17,1,7,14,2,8,16,4,20,10,5,15,3,12,6,18,9
17,1,7,14,2,10,20,5,15,3,9,18,6,12,4,8,16
17,1,7,14,2,10,20,5,15,3,9,18,6,12,4,16,8
17,1,7,14,2,12,6,18,9,3,15,5,10,20,4,8,16
17,1,7,14,2,12,6,18,9,3,15,5,10,20,4,16,8
17,1,7,14,2,16,8,4,12,6,18,9,3,15,5,10,20
17,1,7,14,2,16,8,4,12,6,18,9,3,15,5,20,10
17,1,7,14,2,16,8,4,20,10,5,15,3,9,18,6,12
17,1,7,14,2,16,8,4,20,10,5,15,3,12,6,18,9
17,1,7,14,2,20,10,5,15,3,9,18,6,12,4,8,16
17,1,7,14,2,20,10,5,15,3,9,18,6,12,4,16,8
17,1,8,16,4,12,6,18,9,3,15,5,10,20,2,14,7
17,1,8,16,4,12,6,18,9,3,15,5,20,10,2,14,7
17,1,8,16,4,20,10,5,15,3,9,18,6,12,2,14,7
17,1,9,18,6,12,3,15,5,10,20,4,8,16,2,14,7
17,1,9,18,6,12,3,15,5,10,20,4,16,8,2,14,7
17,1,10,20,5,15,3,9,18,6,12,4,8,16,2,14,7
17,1,10,20,5,15,3,9,18,6,12,4,16,8,2,14,7
17,1,12,6,18,9,3,15,5,10,20,4,8,16,2,14,7
17,1,12,6,18,9,3,15,5,10,20,4,16,8,2,14,7
17,1,16,8,4,12,6,18,9,3,15,5,10,20,2,14,7
17,1,16,8,4,12,6,18,9,3,15,5,20,10,2,14,7
17,1,16,8,4,20,10,5,15,3,9,18,6,12,2,14,7
17,1,20,10,5,15,3,9,18,6,12,4,8,16,2,14,7
17,1,20,10,5,15,3,9,18,6,12,4,16,8,2,14,7
19,1,7,14,2,8,16,4,12,6,18,9,3,15,5,10,20
19,1,7,14,2,8,16,4,12,6,18,9,3,15,5,20,10
19,1,7,14,2,8,16,4,20,10,5,15,3,9,18,6,12
19,1,7,14,2,8,16,4,20,10,5,15,3,12,6,18,9
19,1,7,14,2,10,20,5,15,3,9,18,6,12,4,8,16
19,1,7,14,2,10,20,5,15,3,9,18,6,12,4,16,8
19,1,7,14,2,12,6,18,9,3,15,5,10,20,4,8,16
19,1,7,14,2,12,6,18,9,3,15,5,10,20,4,16,8
19,1,7,14,2,16,8,4,12,6,18,9,3,15,5,10,20
19,1,7,14,2,16,8,4,12,6,18,9,3,15,5,20,10
19,1,7,14,2,16,8,4,20,10,5,15,3,9,18,6,12
19,1,7,14,2,16,8,4,20,10,5,15,3,12,6,18,9
19,1,7,14,2,20,10,5,15,3,9,18,6,12,4,8,16
19,1,7,14,2,20,10,5,15,3,9,18,6,12,4,16,8
19,1,8,16,4,12,6,18,9,3,15,5,10,20,2,14,7
19,1,8,16,4,12,6,18,9,3,15,5,20,10,2,14,7
19,1,8,16,4,20,10,5,15,3,9,18,6,12,2,14,7
19,1,9,18,6,12,3,15,5,10,20,4,8,16,2,14,7
19,1,9,18,6,12,3,15,5,10,20,4,16,8,2,14,7
19,1,10,20,5,15,3,9,18,6,12,4,8,16,2,14,7
19,1,10,20,5,15,3,9,18,6,12,4,16,8,2,14,7
19,1,12,6,18,9,3,15,5,10,20,4,8,16,2,14,7
19,1,12,6,18,9,3,15,5,10,20,4,16,8,2,14,7
19,1,16,8,4,12,6,18,9,3,15,5,10,20,2,14,7
19,1,16,8,4,12,6,18,9,3,15,5,20,10,2,14,7
19,1,16,8,4,20,10,5,15,3,9,18,6,12,2,14,7
19,1,20,10,5,15,3,9,18,6,12,4,8,16,2,14,7
19,1,20,10,5,15,3,9,18,6,12,4,16,8,2,14,7
20,10,5,15,3,9,18,6,12,4,8,16,2,14,7,1,11
20,10,5,15,3,9,18,6,12,4,8,16,2,14,7,1,13
20,10,5,15,3,9,18,6,12,4,8,16,2,14,7,1,17
20,10,5,15,3,9,18,6,12,4,8,16,2,14,7,1,19
20,10,5,15,3,9,18,6,12,4,16,8,2,14,7,1,11
20,10,5,15,3,9,18,6,12,4,16,8,2,14,7,1,13
20,10,5,15,3,9,18,6,12,4,16,8,2,14,7,1,17
20,10,5,15,3,9,18,6,12,4,16,8,2,14,7,1,19
